v1,v2,,,,
pam,Eh den sat u book e kb liao huh...,,,,
pam,Have you been practising your curtsey?,,,,
pam,Shall i come to get pickle,,,,
pam,Lol boo I was hoping for a laugh,,,,
pam,\YEH I AM DEF UP4 SOMETHING SAT,"JUST GOT PAYED2DAY & I HAVBEEN GIVEN Aå£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV\""""",,,
pam,"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love",,,,
pam,LMAO where's your fish memory when I need it?,,,,
pam,But i'll b going 2 sch on mon. My sis need 2 take smth.,,,,
pam,Idea will soon get converted to live:),,,,
spam,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,,,,
pam,S....s...india going to draw the series after many years in south african soil..,,,,
pam,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",,,,
pam,Can't take any major roles in community outreach. You rock mel,,,,
pam,Shopping lor. Them raining mah hard 2 leave orchard.,,,,
pam,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.,,,,
pam,See the forwarding message for proof,,,,
pam,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.",,,,
pam,Dunno lei... I thk mum lazy to go out... I neva ask her yet...,,,,
pam,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1.",,,,
pam,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING""",,,,
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!,,,,
pam,Ambrith..madurai..met u in arun dha marrge..remembr?,,,,
pam,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time ,,,,
pam,"Princess, is your kitty shaved or natural?",,,,
pam,"Better than bb. If he wont use it, his wife will or them doctor",,,,
pam,Ya it came a while ago,,,,
pam,From tomorrow onwards eve 6 to 3 work.,,,,
pam,Anything lor but toa payoh got place 2 walk meh...,,,,
pam,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",,,,
spam,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",,,,
pam,Is there any movie theatre i can go to and watch unlimited movies and just pay once?,,,,
pam,U having lunch alone? I now so bored...,,,,
pam,"Yes obviously, but you are the eggs-pert and the potato head‰Û_ Speak soon! ",,,,
pam,"Nah man, my car is meant to be crammed full of people",,,,
pam,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,,,,
pam,Kallis is ready for bat in 2nd innings,,,,
pam,Thanx but my birthday is over already.,,,,
pam,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",,,,
pam,"I noe la... U wana pei bf oso rite... K lor, other days den...",,,,
pam,"Yes, i'm small kid.. And boost is the secret of my energy..",,,,
pam,IM GONNA MISS U SO MUCH,,,,
pam,Is avatar supposed to have subtoitles,,,,
pam,Simply sitting and watching match in office..,,,,
pam,You can jot down things you want to remember later.,,,,
pam,Oh sorry please its over,,,,
pam,Hey are we going for the lo lesson or gym? ,,,,
pam,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",,,,
pam,You always make things bigger than they are,,,,
pam,ÌÏ dun wan to watch infernal affair?,,,,
pam,"Me not waking up until 4 in the afternoon, sup",,,,
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,,,,
pam,I can send you a pic if you like :),,,,
pam,Okay... I booked all already... Including the one at bugis.,,,,
pam,"Aight fuck it, I'll get it later",,,,
pam,No de. But call me after some time. Ill tell you k,,,,
pam,So dont use hook up any how,,,,
pam,How much is blackberry bold2 in nigeria.,,,,
pam,Hi where you. You in home or calicut?,,,,
pam,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx,,,,
spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",,,,
pam,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...",,,,
pam,Y so late but i need to go n get da laptop...,,,,
pam,"Sir, I am waiting for your mail.",,,,
pam,.Please charge my mobile when you get up in morning.,,,,
pam,"Nothing, i got msg frm tht unknown no..",,,,
pam,Ugh fuck it I'm resubbing to eve,,,,
pam,He didn't see his shadow. We get an early spring yay,,,,
pam,I did. One slice and one breadstick. Lol,,,,
pam,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...",,,,
pam,Is there any training tomorrow?,,,,
spam,"URGENT! Your mobile No *********** WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",,,,
pam,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,,,,
pam,Cos daddy arranging time c wat time fetch Ì_ mah...,,,,
pam,Then. You are eldest know.,,,,
pam,Who's there say hi to our drugdealer,,,,
pam,Its hard to believe things like this. All can say lie but think twice before saying anything to me.,,,,
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",,,,
spam,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,,,,
pam,Good night my dear.. Sleepwell&amp;Take care,,,,
pam,That is wondarfull song,,,,
spam,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",,,,
pam,Yar lor actually we quite fast... Cos da ge slow wat... Haha...,,,,
pam,Must come later.. I normally bathe him in da afternoon mah..,,,,
pam,"Trust me. Even if isn't there, its there.",,,,
pam,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,,,,
spam,85233 FREE>Ringtone!Reply REAL,,,,
pam,I can take you at like noon,,,,
pam,Where is it. Is there any opening for mca.,,,,
pam,I'm aight. Wat's happening on your side.,,,,
pam,I'm done oredi...,,,,
pam,"you are sweet as well, princess. Please tell me your likes and dislikes in bed...",,,,
pam,How are you. Wish you a great semester,,,,
pam,Moji i love you more than words. Have a rich day,,,,
pam,Dude how do you like the buff wind.,,,,
pam,\alright babe," justthought iåÕd sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.\""""",,,
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50,,,,
pam,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",,,,
pam,S:-)kallis wont play in first two odi:-),,,,
pam,Then get some cash together and I'll text jason,,,,
pam,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",,,,
spam,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",,,,
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,,,,
pam,"Probably, want to pick up more?",,,,
pam,I'm done...,,,,
pam,Are you the cutest girl in the world or what,,,,
pam,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",,,,
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",,,,
pam,Oh Howda gud gud.. Mathe en samachara chikku:-),,,,
pam,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,,,,
pam,Audrie lousy autocorrect,,,,
pam,Its a site to simulate the test. It just gives you very tough questions to test your readiness.,,,,
pam,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,,,,
pam,I fetch yun or u fetch?,,,,
pam,Thank you. I like you as well...,,,,
pam,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",,,,
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",,,,
pam,Lara said she can loan me  &lt;#&gt; .,,,,
pam,Do we have any spare power supplies,,,,
pam,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,,,,
spam,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,,,,
pam,"Yeah, don't go to bed, I'll be back before midnight",,,,
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",,,,
pam,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,,,,
pam,"It's that time of the week again, ryan",,,,
pam,Wish u many many returns of the day.. Happy birthday vikky..,,,,
spam,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",,,,
pam,I hope you know I'm still mad at you.,,,,
pam,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at",,,,
pam,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),,,,
pam,Do you know when the result.,,,,
spam,+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,,,,
pam,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",,,,
pam,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",,,,
pam,You do got a shitload of diamonds though,,,,
pam,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,,,,
pam,Well I'm going to be an aunty!,,,,
pam,Mine here like all fr china then so noisy.,,,,
pam,Later i guess. I needa do mcat study too.,,,,
pam,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),,,,
spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,,,,
pam,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",,,,
pam,If he started searching he will get job in few days.he have great potential and talent.,,,,
pam,"Carlos took a while (again), we leave in a minute",,,,
pam,Well done and ! luv ya all ,,,,
pam,Then why you came to hostel.,,,,
pam,K still are you loving me.,,,,
pam,But i juz remembered i gotta bathe my dog today..,,,,
pam,After the drug she will be able to eat.,,,,
pam,Alright took the morphine. Back in yo.,,,,
pam,You see the requirements please,,,,
pam,You stayin out of trouble stranger!!saw Dave the other day heåÕs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,,,,
spam,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,,,,
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",,,,
pam,So can collect ur laptop?,,,,
pam,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",,,,
pam,I will once i get home,,,,
pam,Waaaat?? Lololo ok next time then!,,,,
pam,"The table's occupied, I'm waiting by the tree",,,,
pam,I surely dont forgot to come:)i will always be in touch in with you:-),,,,
pam,Hi kindly give us back our documents which we submitted for loan from STAPATI,,,,
pam,I dont have i shall buy one dear,,,,
pam,Oh god i am happy to see your message after 3 days,,,,
pam,What year. And how many miles.,,,,
pam,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. ,,,,
pam,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",,,,
pam,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,,,,
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,,,,
pam,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,,,,
pam,Is she replying. Has boye changed his phone number,,,,
pam,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",,,,
pam,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,,,,
pam,"Nothing really, just making sure everybody's up to speed",,,,
pam,I'm not coming home 4 dinner.,,,,
pam,"Thank you. And by the way, I just lost.",,,,
pam,Yes.he have good crickiting mind,,,,
pam,Thx. All will be well in a few months,,,,
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",,,,
pam,\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,"U NO THECD ISV.IMPORTANT TOME 4 2MORO\""""",,
pam,I wont. So wat's wit the guys,,,,
pam,Yavnt tried yet and never played original either,,,,
pam,"Hiya, had a good day? Have you spoken to since the weekend?",,,,
pam,See? I thought it all through,,,,
pam,I'm at work. Please call,,,,
pam,get ready to moan and scream :),,,,
pam,Oh k :)why you got job then whats up?,,,,
pam,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",,,,
pam,And popping &lt;#&gt; ibuprofens was no help.,,,,
pam,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",,,,
pam,Ok.,,,,
pam,PS U no ur a grown up now right?,,,,
pam,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",,,,
pam,I know a few people I can hit up and fuck to the yes,,,,
pam,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,,,,
pam,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,,,,
pam,Oh god. I'm gonna Google nearby cliffs now.,,,,
spam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,,,,
pam,Yup i shd haf ard 10 pages if i add figures... ÌÏ all got how many pages?,,,,
pam,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ",,,,
pam,Thankyou so much for the call. I appreciate your care.,,,,
pam,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,,,,
pam,I called but no one pick up e phone. I ask both of them already they said ok.,,,,
pam,Hi my email address has changed now it is ,,,,
pam,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy \VALENTINES DAY\"" in advance""",,,,
pam,"Not much, just some textin'. How bout you?",,,,
pam,Bring it if you got it,,,,
pam,I'm in a movie. Call me 4 wat?,,,,
pam,Not sure I have the stomach for it ...,,,,
pam,Haha... can... But i'm having dinner with my cousin...,,,,
pam,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",,,,
pam,"(And my man carlos is definitely coming by mu tonight, no excuses)",,,,
pam,soon you will have the real thing princess! Do i make you wet? :),,,,
pam,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,,,,
pam,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",,,,
spam,"URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",,,,
pam,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,,,,
spam,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",,,,
pam,"Hmm well, night night ",,,,
pam,Just wanted to say holy shit you guys weren't kidding about this bud,,,,
pam,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",,,,
pam,"This is one of the days you have a billion classes, right?",,,,
pam,"Goodmorning, today i am late for 2hrs. Because of back pain.",,,,
pam,Ok then i'll let him noe later n ask him call u tmr...,,,,
pam,Prabha..i'm soryda..realy..frm heart i'm sory,,,,
pam,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,,,,
pam,* Will have two more cartons off u and is very pleased with shelves,,,,
pam,Nice talking to you! please dont forget my pix :) i want to see all of you...,,,,
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,,,,
pam,But really quite funny lor wat... Then u shd haf run shorter distance wat...,,,,
pam,I notice you like looking in the shit mirror youre turning into a right freak,,,,
pam,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,,,,
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069120",,,,
pam,"I prefer my free days... Tues, wed, fri oso can... ÌÏ ask those workin lor...",,,,
pam,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,,,,
pam,If you have belive me. Come to my home.,,,,
pam,Oh k.k..where did you take test?,,,,
pam,Those were my exact intentions,,,,
pam,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,,,,
pam,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",,,,
pam,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",,,,
pam,Nothing just getting msgs by dis name wit different no's..,,,,
pam,Good Morning plz call me sir,,,,
pam,What's your room number again? Wanna make sure I'm knocking on the right door,,,,
pam,\Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtåÓbraindanceåÓa comp.ofstuff on aphexåÕs ;abel,"u hav2hear it!c u sn xxxx\""""",,,
pam,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,,,,
pam,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",,,,
pam,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,,,,
pam,Every day i use to sleep after  &lt;#&gt;  so only.,,,,
pam,K I'll call you when I'm close,,,,
pam,U buy newspapers already?,,,,
pam,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,,,,
pam,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,,,,
pam,No management puzzeles.,,,,
pam,How did you find out in a way that didn't include all of these details,,,,
spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",,,,
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls å£1/minMobsmoreLKPOBOX177HP51FL,,,,
pam,will you like to be spoiled? :),,,,
spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154",,,,
pam,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,,,,
pam,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,,,,
pam,Den wat will e schedule b lk on sun?,,,,
pam,Lol enjoy role playing much?,,,,
pam,Ok. Me watching tv too.,,,,
pam,I just lov this line: \Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But," Never comfort me with a lie\"" gud ni8 and sweet dreams""",
pam,"Just checked out, heading out to drop off my stuff now",,,,
pam,Here got lots of hair dresser fr china.,,,,
pam,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,,,,
pam,Ill call you evening ill some ideas.,,,,
spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,,,,
pam,Did you show him and wot did he say or could u not c him 4 dust?,,,,
pam,It should take about  &lt;#&gt;  min,,,,
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,,,,
pam,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,,,,
pam,I cant pick the phone right now. Pls send a message,,,,
spam,<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,,,,
pam,Finish liao... U?,,,,
spam,88066 FROM 88066 LOST 3POUND HELP,,,,
pam,Haha i think i did too,,,,
pam,U know we watchin at lido?,,,,
pam,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,,,,
pam,"Haha awesome, I've been to 4u a couple times. Who all's coming?",,,,
pam,Cold. Dont be sad dear,,,,
pam,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,,,,
pam,Is that on the telly? No its Brdget Jones!,,,,
pam,Love you aathi..love u lot..,,,,
pam,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,,,,
pam,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,,,,
pam,"Sorry, I'll call later in meeting",,,,
pam,R Ì_ comin back for dinner?,,,,
pam,"I hav almost reached. Call, i m unable to connect u.",,,,
pam,Whom you waited for yesterday,,,,
pam,I reach home safe n sound liao...,,,,
pam,"Velly good, yes please!",,,,
pam,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",,,,
pam,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,,,,
pam,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,,,,
pam,Dont you have message offer,,,,
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,,,,
pam,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",,,,
pam,Remind me how to get there and I shall do so,,,,
pam,:-( that's not v romantic!,,,,
pam,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,,,,
spam,You have 1 new message. Please call 08718738034.,,,,
pam,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,,,,
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,,,,
pam,Draw va?i dont think so:),,,,
pam,Dont pick up d call when something important is There to tell. Hrishi,,,,
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",,,,
pam,Nothin comes to my mind. ÌÏ help me buy hanger lor. Ur laptop not heavy?,,,,
pam,"&lt;#&gt; , that's all? Guess that's easy enough",,,,
pam,We can make a baby in yo tho,,,,
pam,Should I tell my friend not to come round til like  &lt;#&gt; ish?,,,,
pam,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,,,,
pam,Still in the area of the restaurant. Ill try to come back soon,,,,
pam,"Aight that'll work, thanks",,,,
spam,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,,,,
spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow,,,,
pam,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",,,,
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,,,,
spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",,,,
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",,,,
pam,So what do you guys do.,,,,
pam,Also that chat was awesome but don't make it regular unless you can see her in person,,,,
pam,That's significant but dont worry.,,,,
pam,That's cause your old. I live to be high.,,,,
pam,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",,,,
pam,On the way to office da..,,,,
pam,In which place do you want da.,,,,
pam,This pain couldn't have come at a worse time.,,,,
pam,Ok...,,,,
pam,Should I be stalking u?,,,,
pam,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,,,,
pam,Ok lor.,,,,
pam,Apps class varaya elaya.,,,,
pam,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,,,,
